"RoleId","RoleName","RoleCode","Description","ActiveFlag","AbstractRole","DataRole","JobRole","DutyRole","DelegationAllowed","ExternalRole","ObjectVersionNumber"
300000002568818,"Audit Access for Cloud Access Security Broker","ORA_FND_CASB_AUDIT_ACCESS_DISCRETIONARY_DISCRETIONARY","This discretionary role allows to view the audit history of all the business object attributes enabled for auditing at the attribute level without the value changes.",true,,,,,"N",,1
300000002568900,"Authenticated User","ORA_FND_AUTHENTICATED_USER_ABSTRACT","Maps to OPSS system Authenticated Role.",true,"Y","N","N",,"N",,229
300000229940956,"Award Budget Approver","PJF_AWARD_BUDGET_APPROVER","Identifies the person responsible for the Award Budget approver",true,"Y","N","N","N","N",,111
300000002568802,"B2B Administrator","ORA_CMK_B2B_ADMINISTRATOR_ABSTRACT","This user is a member of an organization who has delegated administration responsibilities in addition to the typical B2B user.",true,"Y","N","N",,"N",,229
300000002568960,"Backlog Manager","ORA_MSC_BACKLOG_MANAGER_JOB","Individual responsible for managing the fulfillment of an enterprise's order backlog efficiently and for ensuring that the most important sales orders are fulfilled optimally. In a dynamic environment where component availability, resource availability, customer requirements, and business priorities change frequently, the Backlog Planner plays an important role by ensuring scarce supply is allocated to prioritized demands in order to maximize business objectives and customer satisfaction. Order backlog refers to all sales orders that have been promised by the enterprise but have not been shipped yet.",true,"N","N","Y",,"N",,229
300000002568914,"Basic Recruiter","ORA_PER_BASIC_RECRUITER_ABSTRACT","Supports integration with Oracle Taleo Recruiting Cloud Service, identifies workers with responsibilities in Oracle Taleo Recruiting Cloud Service, but without privileges in HCM. In Oracle Taleo Recruiting Cloud Service, a Basic Recruiter has limited access to the Recruiting Center and to requisitions, depending on the group membership. Depending on specific needs of each organization, you may duplicate this user type, add, or remove permissions. This default user type provides a good starting point for other recruiting support roles such as assistants and collaborators.",true,"Y","N","N",,"N",,229
300000002568964,"Benefits Administrator","ORA_BEN_BENEFITS_ADMINISTRATOR_JOB","Manages administration of benefits business objects and batch processes.",true,"N","N","Y",,"N",,229
300000229465784,"Benefits Administrator View All Data Role","BENEFITS_ADMINISTRATOR_VIEW_ALL_DATA_ROLE_DATA","Benefits Administrator View All Data Role Data",true,"N","Y","N",,"N",,114
300000002568660,"Benefits Manager","ORA_BEN_BENEFITS_MANAGER_JOB","Manages implementation and administration of benefits business objects and batch processes.",true,"N","N","Y",,"N",,229
300000002568846,"Benefits Specialist","ORA_BEN_BENEFITS_SPECIALIST_JOB","Manages administration of an individual employee's benefits using the service center and professional pages.",true,"N","N","Y",,"N",,229
300000002568953,"Billing Manager Segregated Role","ORA_AR_BILLING_MANAGER_JOB","Individual responsible for creating and managing accounts receivable transactions, revenue management, and other related tasks.",true,"N","N","Y",,"N",,229
300000002568875,"Billing Specialist Segregated Role","ORA_AR_BILLING_SPECIALIST_JOB","Individual responsible for managing customer billing.",true,"N","N","Y",,"N",,229
300000002568817,"Budget Analyst","ORA_XCC_BUDGET_ANALYST_JOB","Analyzes funds available",true,"N","N","Y",,"N",,229
300000002568844,"Budget Manager","ORA_XCC_BUDGET_MANAGER_JOB","Manages one or more control budgets, including relevant setup, budget loading, exception analysis, transactional overrides, and funds available analysis and reporting",true,"N","N","Y",,"N",,229
300000002568952,"Budget Preparer","ORA_XCC_BUDGET_PREPARER_JOB","Individual responsible for performing budget entry for one or more organizational units",true,"N","N","Y",,"N",,229
300000002568676,"Bursar","ORA_HES_BURSAR_JOB","Manages all student receivable activities, including defining policy and controls, establishing processes and procedures, resolving issues, monitoring and analyzing accounts receivable balances, and creating reports and business intelligence.",true,"N","N","Y",,"N",,229
300000002568710,"Business Flow Troubleshooting","ORA_FND_BUSINESS_FLOW_TROUBLESHOOTING_ABSTRACT","This role provides capabilities for enabling trace options and running diagnostic tests to troubleshoot business flows.",true,"Y","N","N",,"N",,229
300000002568764,"Business Practices Director","ORA_OKC_BUSINESS_PRACTICES_DIRECTOR_JOB","Defines and manages sales or procurement contract policies and standards. Ensures all corporate contracts conform to established guidelines and best practices.",true,"N","N","Y",,"N",,229
300000002568957,"Buyer","ORA_PO_BUYER_JOB","Procurement professional responsible for transactional aspects of the procurement processes.",true,"N","N","Y",,"N",,229
300000251214973,"Buyer Custom","PO_BUYER_JOB_CUSTOM","Procurement professional responsible for transactional aspects of the procurement processes.",true,"N","N","Y","N","N",,61
300000002568663,"Case Manager","ORA_SVC_CASE_MANAGER_JOB","A case manager is a senior case worker with supervisory responsibilities. The case manager is responsible to determining the best approach to difficult cases which require approvals or significant discretion. For example, where there have been overpayments to a benefit recipient which need to be covered, or where there are unusual case circumstances. The case manager is also responsible for coordinating care and benefits with external providers, such as foster care.",true,"N","N","Y",,"N",,229
300000002568897,"Case Worker","ORA_SVC_CASE_WORKER_JOB","A case worker is responsible for day-to-day assistance for an individual, family or group. Cases (which may be applications for benefits, reports of welfare issues or abuse, or other matters to investigate) are allocated to case workers, who are responsible for assessing the requirements of each case, identifying government programs or other resources (for example, community groups) which can assist, and following up to track progress and suggest alternative plans if required. Some government programs require case workers to work in the field. For example, locating people who require assistance such as the homeless, visiting less mobile members of the community such as elderly, and assessing benefit applicants and recipients living environments.",true,"N","N","Y",,"N",,229
300000002568656,"Cash Manager","ORA_CE_CASH_MANAGER_JOB","Protects and develops the company's liquid assets maximizing their use and return to the organization.",true,"N","N","Y",,"N",,229
300000002568782,"Cashier","ORA_HES_CASHIER_JOB","Manages and implements all student payment activities, including receiving student payments and electronic remittance advice, performing cash handling activities, processing student payments, and applying payments to student accounts.",true,"N","N","Y",,"N",,229
300000002568836,"Category Manager","ORA_PON_CATEGORY_MANAGER_JOB","Procurement professional responsible for identifying savings opportunities, determining negotiation strategies, creating request for quote, request for information, request for proposal, or auction events on behalf of their organization and awarding future business typically in the form of contracts or purchase orders to suppliers.",true,"N","N","Y",,"N",,229
300000002568821,"Channel Account Manager","ORA_ZPM_CHANNEL_ACCOUNT_MANAGER_JOB","Sets the objectives and goals for partners. Works with a partner organization to identify what programs best fit the partner organization and the training that the partner should take to increase skill sets or qualify for programs.",true,"N","N","Y",,"N",,229
300000002568898,"Channel Administrator","ORA_ZPM_CHANNEL_ADMINISTRATOR_JOB","Executes Oracle Partnership Management setup tasks.",true,"N","N","Y",,"N",,229
300000002568926,"Channel Budget Manager","ORA_CJM_CHANNEL_BUDGET_MANAGER_JOB","Individual responsible for creating, managing, and approving channel budgets.",true,"N","N","Y",,"N",,229
300000002568777,"Channel Claims Manager","ORA_CJM_CHANNEL_CLAIMS_MANAGER_JOB","Individual responsible for managing and approving customer claims.",true,"N","N","Y",,"N",,229
300000002568816,"Channel Operations Manager","ORA_ZPM_CHANNEL_OPERATIONS_MANAGER_JOB","Maintains and manages partner transactional data.",true,"N","N","Y",,"N",,229
300000002568879,"Channel Partner Manager","ORA_ZPM_CHANNEL_PARTNER_MANAGER_JOB","Defines new channel partner programs.",true,"N","N","Y",,"N",,229
300000002568617,"Channel Partner Portal Administrator","ORA_ZPM_CHANNEL_PARTNER_PORTAL_ADMINISTRATOR_JOB","Maintains customer-specific changes of all partner portal pages, external, internal, and anonymous pages.",true,"N","N","Y",,"N",,229
300000002568650,"Channel Sales Director","ORA_ZPM_CHANNEL_SALES_DIRECTOR_JOB","Supervises channel roles to support partner relationships and transactions.",true,"N","N","Y",,"N",,229
300000002568896,"Channel Sales Manager","ORA_ZPM_CHANNEL_SALES_MANAGER_JOB","Manages the indirect sales pipeline by routing leads to partners, reviewing lead registrations, approving or rejecting registrations, and forecasting sales.",true,"N","N","Y",,"N",,229
300000002568873,"Collections Agent","ORA_IEX_COLLECTIONS_AGENT_JOB","This role is the agent user in Collections.",true,"N","N","Y",,"N",,229
300000002568744,"Collections Manager","ORA_IEX_COLLECTIONS_MANAGER_JOB","This role is the management user in Collections.",true,"N","N","Y",,"N",,229
300000002568893,"Communications Catalog Administrator","ORA_ATC_COMMUNICATIONS_CATALOG_ADMINISTRATOR_JOB","Performs initial set up of the application, data loads, functional setups and all product offer lifecycle management tasks.",true,"N","N","Y",,"N",,229
300000002568707,"Communications Catalog Product Manager","ORA_ATC_COMMUNICATIONS_CATALOG_PRODUCT_MANAGER_JOB","Ensures that a product offer gets created, tested, and shipped on schedule and meets specifications. A member of either the marketing organization or the product management team that launches net new product offers and more of the same offers. Also performs functional setup tasks and can create product specifications.",true,"N","N","Y",,"N",,229
300000002568859,"Communications Catalog Viewer","ORA_ATC_COMMUNICATIONS_CATALOG_VIEWER_JOB","An oversight or management user that accesses the application in a restricted and read only manner.",true,"N","N","Y",,"N",,229
300000002568809,"Communications Customer Relationship Management Application Administrator","ORA_ATC_COMMUNICATIONS_CUSTOMER_RELATIONSHIP_MANAGEMENT_APPLICATION_ADMINISTRATOR_JOB","Individual responsible for customer relationship management application administration. Collaborates with customer relationship management application users to maintain consistent financial application setup, rules, and access. This role will perform Communications industry specific tasks that expand upon and cross over the specialized tasks assigned to existing jobs setup in the core Oracle Fusion Applications.",true,"N","N","Y",,"N",,229
300000164240483,"Communications Customer Self-Service Manager Proxy User","ORA_ATC_COMMUNICATIONS_CUSTOMER_SELF_SERVICE_MANAGER_PROXY_USER_ABSTRACT","A proxy user that allows an authenticated customer self-service user in the identity cloud service to interact with the DX4C Care application as a manager.",true,"N","N","Y",,"N",,196
300000212398558,"Communications Customer Self-Service Manager User","ORA_ATC_COMMUNICATIONS_CUSTOMER_SELF_SERVICE_MANAGER_USER_ABSTRACT","A self-service user in the identity cloud service needing to interact with the DX4C Care application as a manager.",true,"N","N","Y",,"N",,130
300000164240984,"Communications Customer Self-Service Viewer Proxy User","ORA_ATC_COMMUNICATIONS_CUSTOMER_SELF_SERVICE_VIEWER_PROXY_USER_ABSTRACT","A proxy user that allows an authenticated customer self-service user in the identity cloud service to interact with the DX4C Care application as a viewer.",true,"N","N","Y",,"N",,196
300000212399015,"Communications Customer Self-Service Viewer User","ORA_ATC_COMMUNICATIONS_CUSTOMER_SELF_SERVICE_VIEWER_USER_ABSTRACT","A self-service user in the identity cloud service needing to interact with the DX4C Care application as a viewer.",true,"N","N","Y",,"N",,130
300000002568674,"Communications Customer Service Manager","ORA_ATC_COMMUNICATIONS_CUSTOMER_SERVICE_MANAGER_JOB","Manages a group of Customer Service Representatives, and would monitor the incoming call volume into the customer service department, perhaps balancing loads and reassigning work when call volume is high. This individual would monitor incoming business, and manage the demand flow to the fulfillment area. May also need to respond to escalations. This role will perform Communications industry specific tasks that expand upon and cross over the specialized tasks assigned to existing jobs setup in the core Oracle Fusion Applications.",true,"N","N","Y",,"N",,229
300000002568936,"Communications Customer Service Representative","ORA_ATC_COMMUNICATIONS_CUSTOMER_SERVICE_REPRESENTATIVE_JOB","A resource that is typically assigned to a contact center to answer customer inquiries and resolve customer problems. Can respond to inquiries such as frequently asked questions, troubleshooting assistance, order status or order entry, or other transactions. This individual usually is assigned to serve a group of customers or support other customer-facing resources to resolve issues. This role will perform Communications industry specific tasks that expand upon and cross over the specialized tasks assigned to existing jobs setup in the core Oracle Fusion Applications.",true,"N","N","Y",,"N",,229
300000002568815,"Communications Marketing Manager","ORA_ATC_COMMUNICATIONS_MARKETING_MANAGER_JOB","Ensures that a product offer gets created, tested, and shipped on schedule and meets specifications. A member of the marketing organization that launches more of the same offers.",true,"N","N","Y",,"N",,229
300000232825626,"Communications Technical Specialist","ORA_ATC_COMMUNICATIONS_TECHNICAL_SPECIALIST_JOB","Individual responsible for managing a technical portfolio, including creating and managing specifications.",true,"N","N","Y",,"N",,102
300000002568807,"Compensation Administrator","ORA_CMP_COMPENSATION_ADMINISTRATOR_JOB","Manages implementation and administration of compensation business objects and batch processes.",true,"N","N","Y",,"N",,229
300000229465637,"Compensation Administrator View All Data Role","COMPENSATION_ADMINISTRATOR_VIEW_ALL_DATA_ROLE_DATA","Compensation Administrator View All Data Role Data",true,"N","Y","N",,"N",,114
300000002568758,"Compensation Analyst","ORA_CMP_COMPENSATION_ANALYST_JOB","Analyzes compensation for a group of workers.",true,"N","N","Y",,"N",,229
300000229465661,"Compensation Analyst View All Data Role","COMPENSATION_ANALYST_VIEW_ALL_DATA_ROLE_DATA","Compensation Analyst View All Data Role Data",true,"N","Y","N",,"N",,114
300000002568696,"Compensation Approver","ORA_CMP_COMPENSATION_APPROVER_ABSTRACT","Individual who can approve a workforce compensation worksheet but is not necessarily a line manager who has access to the workforce compensation work area.",true,"Y","N","N",,"N",,229
300000002568687,"Compensation Manager","ORA_CMP_COMPENSATION_MANAGER_JOB","Manages compensation business processes and worker compensation details.",true,"N","N","Y",,"N",,229
300000229465694,"Compensation Manager View All Data Role","COMPENSATION_MANAGER_VIEW_ALL_DATA_ROLE_DATA","Compensation Manager View All Data Role Data",true,"N","Y","N",,"N",,114
300000002568915,"Compensation Specialist","ORA_CMP_COMPENSATION_SPECIALIST_JOB","Assists in the development, implementation and administration of compensation programs, policies and procedures.",true,"N","N","Y",,"N",,229
300000229465714,"Compensation Specialist View All Data Role","COMPENSATION_SPECIALIST_VIEW_ALL_DATA_ROLE_DATA","Compensation Specialist View All Data Role Data",true,"N","Y","N",,"N",,114
300000002568868,"Compliance Business Analyst","ORA_EDR_COMPLIANCE_BUSINESS_ANALYST_JOB","Compliance Business Analyst",true,"N","N","Y",,"N",,229
300000002568919,"Contingent Worker","ORA_PER_CONTINGENT_WORKER_ABSTRACT","Identifies the person as a contingent worker.",true,"Y","N","N",,"N",,229
300000229940859,"Contract Approver","PJF_CONTRACT_APPROVER","Identifies the person assigned to a project as a team member to perform specific roles and functions for that project.",true,"Y","N","N","N","N",,110
300000229985462,"Contract Edit Role","PJF_CONTRACT_EDIT_ROLE","Allow the user to edit the contracts only ",true,"N","N","Y","N","N",,110
300000002568635,"Corporate Card Administrator","ORA_EXM_CORPORATE_CARD_ADMINISTRATOR_JOB","Oversees the functioning of corporate card travel programs and procurement card programs. Provides support to cardholders and assures payments are made timely and no delinquencies are incurred.",true,"N","N","Y",,"N",,229
300000002568645,"Corporate Marketing Manager","ORA_MKT_CORPORATE_MARKETING_MANAGER_JOB","Develops and executes marketing strategies, translating customer needs from varied industries and markets into clear value propositions and actionable marketing programs. Communicates the corporate marketing message, manages the corporate marketing budget for allocation to marketing activities, and follows through the complete marketing life cycle to measure results.",true,"N","N","Y",,"N",,229
300000002568828,"Corporate Social Responsibility Manager","ORA_HHR_CORPORATE_SOCIAL_RESPONSIBILITY_MANAGER_JOB","Individual responsible for managing corporate social responsibility programs.",true,"N","N","Y",,"N",,229
300000002568691,"Cost Accountant","ORA_CST_COST_ACCOUNTANT_JOB","Performs cost and management accounting functions.",true,"N","N","Y",,"N",,229
300000002568862,"Credit Manager","ORA_AR_CREDIT_MANAGER_JOB","Responsible for defining credit management policies and controls, and establishing credit limits. Responsible for management and oversight of credit management activities and authorizing credit exceptions.",true,"N","N","Y",,"N",,229
300000251615999,"Custom Objects Administration","ORA_CRM_EXTN_ROLE","This role is granted privileges to custom objects.",true,"N","N","Y",,"N",,47
300000002568628,"Customer Account Administrator Segregated Role","ORA_AR_CUSTOMER_ACCOUNT_ADMINISTRATOR_JOB","Individual responsible for maintaining customer accounts and customer account site financial profiles.",true,"N","N","Y",,"N",,229
300000002568834,"Customer Account Billing Inquiry","ORA_ARB_CUSTOMER_ACCOUNT_BILLING_INQUIRY_DISCRETIONARY","Privilege granted on a discretionary basis for a user to review customer account and related billing transactions on behalf of a customer.",true,,,,,"N",,1
300000002568632,"Customer Accounts Payable Specialist","ORA_ARB_CUSTOMER_ACCOUNTS_PAYABLE_SPECIALIST_JOB","Responsible for performing customer self-service bill management tasks.",true,"N","N","Y",,"N",,229
300000232825445,"Customer Channel Program Manager","ORA_CJM_CUSTOMER_CHANNEL_PROGRAM_MANAGER_JOB","Individual responsible for creating, managing, and approving customer channel programs, and making manual adjustments.",true,"N","N","Y",,"N",,102
300000002568751,"Customer Contract Administrator","ORA_OKC_CUSTOMER_CONTRACT_ADMINISTRATOR_JOB","Works with sales account teams and legal to negotiate and author customer contracts. Tracks critical contract milestones, service level agreements, and assists account teams during contract renewals and amendments.",true,"N","N","Y",,"N",,229
300000002568938,"Customer Contract Manager","ORA_OKC_CUSTOMER_CONTRACT_MANAGER_JOB","Manages a team of customer contract administrators.",true,"N","N","Y",,"N",,229
300000002568665,"Customer Contract Team Member","ORA_OKC_CUSTOMER_CONTRACT_TEAM_MEMBER_ABSTRACT",,true,"N","N","Y",,"N",,229
300000002568907,"Customer Data Steward","ORA_ZCH_TRADING_COMMUNITY_DATA_STEWARD_JOB","Performs customer data management activities including data import, cleansing, duplicate identification, and duplicate resolution.",true,"N","N","Y",,"N",,229
300000002568853,"Customer Demand Planner","ORA_VCS_CUSTOMER_DEMAND_PLANNER_JOB","Manages customer demand, forecast, customer-managed inventory, and consigned inventory for the customer company.",true,"N","N","Y",,"N",,229
300000002568752,"Customer Relationship Management Application Administrator","ORA_ZCA_CUSTOMER_RELATIONSHIP_MANAGEMENT_APPLICATION_ADMINISTRATOR_JOB","Individual responsible for customer relationship management application administration. Collaborates with customer relationship management application users to maintain consistent financial application setup, rules, and access.",true,"N","N","Y",,"N",,229
300000002568746,"Customer Relationship Management Integration Specialist","ORA_ZCA_CUSTOMER_RELATIONSHIP_MANAGEMENT_INTEGRATION_SPECIALIST_JOB","Individual responsible for planning, coordinating, and supervising all activities related to the integration of customer relationship management information systems.",true,"N","N","Y",,"N",,229
300000002568872,"Customer Self-Service Account Administrator","ORA_SVC_CUSTOMER_SELF_SERVICE_ACCOUNT_ADMINISTRATOR_ABSTRACT","Individual responsible for approving customer self-service registration requests and managing customer self-service roles.",true,"N","N","Y",,"N",,229
300000002568930,"Customer Self-Service Application Developer","ORA_CSS_CUSTOMER_SELF_SERVICE_APPLICATION_DEVELOPER_JOB","The Customer Self-Service Application Developer role will be provisioned to a web developer who will modify and configure the Digital Customer Service reference implementation for a specific company.",true,"N","N","Y",,"N",,229
300000002568673,"Customer Self-Service Proxy Account Administrator","ORA_SVC_CUSTOMER_SELF_SERVICE_PROXY_ACCOUNT_ADMINISTRATOR_ABSTRACT","A proxy user that allows a customer self-service account administrator in the identity cloud service to interact with the service application.",true,"N","N","Y",,"N",,229
300000002568769,"Customer Self-Service Proxy Anonymous User","ORA_SVC_CUSTOMER_SELF_SERVICE_PROXY_ANONYMOUS_USER_ABSTRACT","A proxy user that allows an anonymous customer self-service user to interact with the service application.",true,"N","N","Y",,"N",,229
300000002568756,"Customer Self-Service Proxy User","ORA_SVC_CUSTOMER_SELF_SERVICE_PROXY_USER_ABSTRACT","A proxy user that allows an authenticated customer self-service user in the identity cloud service to interact with the service application.",true,"N","N","Y",,"N",,229
300000002568832,"Customer Self-Service User","ORA_SVC_CUSTOMER_SELF_SERVICE_USER_ABSTRACT","Individual needing to create, view, and edit owned service requests for a specific account.",true,"N","N","Y",,"N",,229
300000002568923,"Customer Service Manager","ORA_SVC_CUSTOMER_SERVICE_MANAGER_JOB","Manages a group of Customer Service Reps, and would monitor the incoming call volume into the customer service department, perhaps balancing loads and reassigning work when call volume is high. This individual would monitor incoming business, and manage the demand flow to the fulfillment area. May also need to respond to escalations.",true,"N","N","Y",,"N",,229
300000002568631,"Customer Service Representative","ORA_SVC_CUSTOMER_SERVICE_REPRESENTATIVE_JOB","Most often in a call center answering customer calls of varying types. Could get requests for price and availability, request for quotes, order entry, and most often, order status. This individual either has a group of customers they service, or a group of Account Managers they work with.",true,"N","N","Y",,"N",,229
300000232252999,"DNU","XCC_BUDGET_ANALYST_JOB_CUSTOM","DNU",true,"N","N","Y","N","N",,111
300000241616493,"DNU HRS","DNU_HRS_DATA","DNU HRS Data",true,"N","Y","N",,"N",,89
300000002568740,"Data Steward Manager","ORA_ZCH_DATA_STEWARD_MANAGER_JOB","Manages customer data stewards and has additional privileges including assigning requests.",true,"N","N","Y",,"N",,229
300000002568689,"Demand Planner","ORA_MSC_DEMAND_PLANNER_JOB","Manages demand plans",true,"N","N","Y",,"N",,229
300000002568629,"Demand and Supply Planner","ORA_MSC_DEMAND_AND_SUPPLY_PLANNER_JOB","Manages, balances, and analyzes all demand and supply in the supply chain, using advanced analytical, statistical, and optimization techniques.",true,"N","N","Y",,"N",,229
300000002568805,"Depot Repair Manager","ORA_RCL_DEPOT_REPAIR_MANAGER_JOB","Individual responsible for managing the planning, logistics, repair execution, shipping, and billing for the repair of parts and products.",true,"N","N","Y",,"N",,229
300000239135540,"Do not use UN Human Resource Admin Data Role - GSSU","UN_HUMAN_RESOURCE_ADMIN_DATA_ROLE_-_GSSU_DATA","UN Human Resource Admin Data Role - GSSU Data role allows access to view all the employee without any restrictions and also to perform actions",true,"N","Y","N",,"N",,97
300000232342337,"Do not use UN Human Resource Admin Job Role","UN_HUMAN_RESOURCE_ADMIN_JOB_ROLE_CUSTOM","Performs duties of a human resources specialist.",true,"N","N","Y","N","N",,112
300000250997845,"Do not use UN Matrix Manager","UN_MATRIX_MANAGER_ABSTRACT_CUSTOM1","Identifies the person as a matrix manager.",true,"Y","N","N","N","N",,72
300000232825954,"ERP Application Integrator","ORA_FUN_ERP_APPLICATION_INTEGRATOR_ABSTRACT","This role allows appropriate access between ERP and other target systems such as Oracle Fusion Applications cloud services, Oracle next generation applications, or third-party applications. The applications should be able to access ERP data so that the data can be accessible by end users. End users or automated jobs should not be allowed to use this role for accessing ERP objects and data.",true,"Y","N","N",,"N",,102
