"LocationId","LocationCode","LocationName","EffectiveStartDate","EffectiveEndDate","ActionReasonCode","ActionReason","ActiveStatus","ActiveStatusMeaning","SetId","SetCode","SetName","Description","InventoryOrganizationId","InventoryOrganizationName","OfficialLanguageCode","OfficialLanguageMeaning","EmailAddress","GeoHierarchyNodeCode","GeoHierarchyNodeName","MainPhoneCountryCode","MainPhoneAreaCode","MainPhoneNumber","MainPhoneExtension","FaxCountryCode","FaxAreaCode","FaxNumber","FaxExtension","OtherPhoneCountryCode","OtherPhoneAreaCode","OtherPhoneNumber","OtherPhoneExtension","ShipToSiteFlag","ShipToLocationId","ShipToLocationCode","ShipToLocationName","OfficeSiteFlag","BillToSiteFlag","ReceivingSiteFlag","DesignatedReceiverId","DesignatedReceiverNumber","DesignatedReceiverName","CreatedBy","CreationDate","LastUpdatedBy","LastUpdateDate","GradeLadderId","EffectiveStartDate","EffectiveEndDate","Name","ActiveStatus","GradeSetId","GradeTypeCode","GradeType","SetId","SetCode","SetName"
300000130006824,"UNWOMEN-NG","UNW Nigeria","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Nigeria",,,,,,,,,,,,,,,,,,,,true,300000130006824,"UNWOMEN-NG","UNW Nigeria",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:37.460+00:00","karuna.ganji@undp.org","2021-05-04T19:18:37.629+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130006840,"UNWOMEN-IQ","UNW Iraq","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Iraq",,,,,,,,,,,,,,,,,,,,true,300000130006840,"UNWOMEN-IQ","UNW Iraq",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:37.869+00:00","karuna.ganji@undp.org","2021-05-04T19:18:38.073+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130006859,"UNWOMEN-MM","UNW Myanmar","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Myanmar",,,,,,,,,,,,,,,,,,,,true,300000130006859,"UNWOMEN-MM","UNW Myanmar",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:38.309+00:00","karuna.ganji@undp.org","2021-05-04T19:18:38.448+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130006874,"UNDP-UY","UNDP Uruguay","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UNDP Uruguay Country Office",,,,,,,,,,,,,,,,,,,,true,300000130006874,"UNDP-UY","UNDP Uruguay",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:38.784+00:00","karuna.ganji@undp.org","2021-05-04T19:18:38.923+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130006887,"UNWOMEN-SN","UNW Senegal","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Senegal",,,,,,,,,,,,,,,,,,,,true,300000130006887,"UNWOMEN-SN","UNW Senegal",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:39.177+00:00","karuna.ganji@undp.org","2021-05-04T19:18:39.312+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130006902,"UNWOMEN-BA","UNW Bosnia and Herzegovina","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,true,300000130006902,"UNWOMEN-BA","UNW Bosnia and Herzegovina",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:39.540+00:00","karuna.ganji@undp.org","2021-05-04T19:18:39.685+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130006920,"UNWOMEN-MX","UNW Mexico","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Mexico",,,,,,,,,,,,,,,,,,,,true,300000130006920,"UNWOMEN-MX","UNW Mexico",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:39.965+00:00","karuna.ganji@undp.org","2021-05-04T19:18:40.102+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130006938,"UNWOMEN-RS","UNW Republic of Serbia","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Republic of Serbia",,,,,,,,,,,,,,,,,,,,true,300000130006938,"UNWOMEN-RS","UNW Republic of Serbia",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:40.334+00:00","karuna.ganji@undp.org","2021-05-04T19:18:40.462+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130006952,"UNWOMEN-UG","UNW Uganda","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Uganda",,,,,,,,,,,,,,,,,,,,true,300000130006952,"UNWOMEN-UG","UNW Uganda",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:40.679+00:00","karuna.ganji@undp.org","2021-05-04T19:18:40.801+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130006968,"UNWOMEN-CIV","UNW Civil Society Division","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Civil Society Division",,,,,,,,,,,,,,,,,,,,true,300000130006968,"UNWOMEN-CIV","UNW Civil Society Division",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:41.032+00:00","karuna.ganji@undp.org","2021-05-04T19:18:41.184+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130006985,"UNWOMEN-NE","UNW Niger","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Niger",,,,,,,,,,,,,,,,,,,,true,300000130006985,"UNWOMEN-NE","UNW Niger",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:41.417+00:00","karuna.ganji@undp.org","2021-05-04T19:18:41.545+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007003,"UNWOMEN-TZ","UNW Tanzania, United Republic of","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Tanzania, United Republic of",,,,,,,,,,,,,,,,,,,,true,300000130007003,"UNWOMEN-TZ","UNW Tanzania, United Republic of",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:41.767+00:00","karuna.ganji@undp.org","2021-05-04T19:18:41.891+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007021,"UNWOMEN-TR","UNW Turkey","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Turkey",,,,,,,,,,,,,,,,,,,,true,300000130007021,"UNWOMEN-TR","UNW Turkey",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:42.122+00:00","karuna.ganji@undp.org","2021-05-04T19:18:42.280+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007040,"UNWOMEN-ID","UNW Indonesia","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Indonesia",,,,,,,,,,,,,,,,,,,,true,300000130007040,"UNWOMEN-ID","UNW Indonesia",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:42.515+00:00","karuna.ganji@undp.org","2021-05-04T19:18:42.790+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007057,"UNWOMEN-PPID","UNW Policy, Programme and Intergovernmental Division","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Policy, Programme and Intergovernmental Division",,,,,,,,,,,,,,,,,,,,true,300000130007057,"UNWOMEN-PPID","UNW Policy, Programme and Intergovernmental Division",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:43.014+00:00","karuna.ganji@undp.org","2021-05-04T19:18:43.159+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007094,"UNWOMEN-GW","UNW Guinea-Bissau","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Guinea-Bissau",,,,,,,,,,,,,,,,,,,,true,300000130007094,"UNWOMEN-GW","UNW Guinea-Bissau",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:43.768+00:00","karuna.ganji@undp.org","2021-05-04T19:18:43.887+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007112,"UNWOMEN-ROAC","UNW Americas & Caribbean Region","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Americas & Caribbean Region",,,,,,,,,,,,,,,,,,,,true,300000130007112,"UNWOMEN-ROAC","UNW Americas & Caribbean Region",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:44.101+00:00","karuna.ganji@undp.org","2021-05-04T19:18:44.222+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007130,"UNDP-VC","UNDP Saint Vincent and the Grenadines","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UNDP Saint Vincent and the Grenadines Country Office",,,,,,,,,,,,,,,,,,,,true,300000130007130,"UNDP-VC","UNDP Saint Vincent and the Grenadines",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:44.435+00:00","karuna.ganji@undp.org","2021-05-04T19:18:44.551+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007148,"UNWOMEN-MK","UNW Fmr Yugoslav Rep of Macedonia","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Fmr Yugoslav Rep of Macedonia",,,,,,,,,,,,,,,,,,,,true,300000130007148,"UNWOMEN-MK","UNW Fmr Yugoslav Rep of Macedonia",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:44.766+00:00","karuna.ganji@undp.org","2021-05-04T19:18:44.883+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007165,"UNWOMEN-SO","UNW Somalia","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Somalia",,,,,,,,,,,,,,,,,,,,true,300000130007165,"UNWOMEN-SO","UNW Somalia",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:45.095+00:00","karuna.ganji@undp.org","2021-05-04T19:18:45.216+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007181,"UNDP-UG","UNDP UG","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UNDP Uganda Country Office",,,,,,,,,,,,,,,,,,,,true,300000130007181,"UNDP-UG","UNDP UG",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:45.430+00:00","karuna.ganji@undp.org","2021-05-04T19:18:45.543+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007197,"UNDP-VE","UNDP Venezuela","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UNDP Venezuela Country Office",,,,,,,,,,,,,,,,,,,,true,300000130007197,"UNDP-VE","UNDP Venezuela",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:45.761+00:00","karuna.ganji@undp.org","2021-05-04T19:18:45.879+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007215,"UNWOMEN-SS","UNW South Sudan","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women South Sudan",,,,,,,,,,,,,,,,,,,,true,300000130007215,"UNWOMEN-SS","UNW South Sudan",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:46.100+00:00","karuna.ganji@undp.org","2021-05-04T19:18:46.221+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007232,"UNWOMEN-YE","UNW Yemen","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Yemen",,,,,,,,,,,,,,,,,,,,true,300000130007232,"UNWOMEN-YE","UNW Yemen",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:46.548+00:00","karuna.ganji@undp.org","2021-05-04T19:18:46.674+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007250,"UNWOMEN-HRD","UNW Human Resources Division","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Human Resources Division",,,,,,,,,,,,,,,,,,,,true,300000130007250,"UNWOMEN-HRD","UNW Human Resources Division",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:46.886+00:00","karuna.ganji@undp.org","2021-05-04T19:18:47.020+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007266,"UNWOMEN-KG","UNW Kyrgyzstan","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Kyrgyzstan",,,,,,,,,,,,,,,,,,,,true,300000130007266,"UNWOMEN-KG","UNW Kyrgyzstan",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:47.231+00:00","karuna.ganji@undp.org","2021-05-04T19:18:47.341+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007281,"UNWOMEN-CI","UNW Cote d'Ivoire","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Cote d'Ivoire",,,,,,,,,,,,,,,,,,,,true,300000130007281,"UNWOMEN-CI","UNW Cote d'Ivoire",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:47.554+00:00","karuna.ganji@undp.org","2021-05-04T19:18:47.664+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007299,"UNWOMEN-IEAS","UNW Independent Evaluation and Audit Services","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Independent Evaluation and Audit Services",,,,,,,,,,,,,,,,,,,,true,300000130007299,"UNWOMEN-IEAS","UNW Independent Evaluation and Audit Services",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:47.869+00:00","karuna.ganji@undp.org","2021-05-04T19:18:48.001+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007319,"UNWOMEN-LB","UNW Lebanon","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Lebanon",,,,,,,,,,,,,,,,,,,,true,300000130007319,"UNWOMEN-LB","UNW Lebanon",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:48.216+00:00","karuna.ganji@undp.org","2021-05-04T19:18:48.323+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007334,"UNWOMEN-ET","UNW Ethiopia","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Ethiopia",,,,,,,,,,,,,,,,,,,,true,300000130007334,"UNWOMEN-ET","UNW Ethiopia",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:48.535+00:00","karuna.ganji@undp.org","2021-05-04T19:18:48.660+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007352,"UNWOMEN-JO","UNW Jordan","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Jordan",,,,,,,,,,,,,,,,,,,,true,300000130007352,"UNWOMEN-JO","UNW Jordan",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:48.871+00:00","karuna.ganji@undp.org","2021-05-04T19:18:49.059+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007370,"UNDP-UA","UNDP Ukraine","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UNDP Ukraine Country Office",,,,,,,,,,,,,,,,,,,,true,300000130007370,"UNDP-UA","UNDP Ukraine",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:49.266+00:00","karuna.ganji@undp.org","2021-05-04T19:18:49.402+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007388,"UNWOMEN-SD","UNW Sudan","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Sudan",,,,,,,,,,,,,,,,,,,,true,300000130007388,"UNWOMEN-SD","UNW Sudan",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:49.615+00:00","karuna.ganji@undp.org","2021-05-04T19:18:49.727+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007406,"UNWOMEN-LY","UNW Libyan Arab Jamahiriya","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Libyan Arab Jamahiriya",,,,,,,,,,,,,,,,,,,,true,300000130007406,"UNWOMEN-LY","UNW Libyan Arab Jamahiriya",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:49.929+00:00","karuna.ganji@undp.org","2021-05-04T19:18:50.041+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000127695896,"UNDP-PA","UNDP Panama","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UNDP Panama Country Office",,,,,,,,,,,,,,,,,,,,true,300000127695896,"UNDP-PA","UNDP Panama",true,true,true,,,,"mrinalini.sharma@undp.org","2021-04-23T14:06:45+00:00","karuna.ganji@undp.org","2021-05-04T19:19:03.003+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000127696181,"UNV-HQ","UNV Headquarters","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UNV Headquarters",,,,,,,,,,,,,,,,,,,,true,300000127696181,"UNV-HQ","UNV Headquarters",true,true,true,,,,"mrinalini.sharma@undp.org","2021-04-23T14:12:09+00:00","mrinalini.sharma@undp.org","2021-04-23T14:15:01.975+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000129938911,"UNWOMEN-HQ","UNW Headquarters","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Headquarters",,,,,,,,,,,,,,,,,,,,true,300000129938911,"UNWOMEN-HQ","UNW Headquarters",true,true,true,,,,"mrinalini.sharma@undp.org","2021-04-23T14:17:36+00:00","mrinalini.sharma@undp.org","2021-04-23T14:18:33.453+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007424,"UNWOMEN-XK","UNW Kosovo","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Kosovo",,,,,,,,,,,,,,,,,,,,true,300000130007424,"UNWOMEN-XK","UNW Kosovo",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:50.243+00:00","karuna.ganji@undp.org","2021-05-04T19:18:50.351+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007700,"UNDP-MF","UNDP Saint Martin (French part)","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UNDP Saint Martin (French part) Country Office",,,,,,,,,,,,,,,,,,,,true,300000130007700,"UNDP-MF","UNDP Saint Martin (French part)",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:55.748+00:00","karuna.ganji@undp.org","2021-05-04T19:18:55.856+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007705,"UNWOMEN-EC","UNW Ecuador","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UN Women Ecuador",,,,,,,,,,,,,,,,,,,,true,300000130007705,"UNWOMEN-EC","UNW Ecuador",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:55.806+00:00","karuna.ganji@undp.org","2021-05-04T19:18:55.911+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007713,"UNDP-HN","UNDP Honduras","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UNDP Honduras Country Office",,,,,,,,,,,,,,,,,,,,true,300000130007713,"UNDP-HN","UNDP Honduras",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:56.021+00:00","karuna.ganji@undp.org","2021-05-04T19:18:56.127+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007718,"UNDP-TD","UNDP Chad","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UNDP Chad Country Office",,,,,,,,,,,,,,,,,,,,true,300000130007718,"UNDP-TD","UNDP Chad",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:56.070+00:00","karuna.ganji@undp.org","2021-05-04T19:18:56.177+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007723,"UNDP-YE","UNDP Yemen","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UNDP Yemen Country Office",,,,,,,,,,,,,,,,,,,,true,300000130007723,"UNDP-YE","UNDP Yemen",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:56.116+00:00","karuna.ganji@undp.org","2021-05-04T19:18:56.222+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
300000130007731,"UNDP-BB","UNDP Barbados","1951-01-01","4712-12-31",,,"A","Active",0,"COMMON","Common Set","UNDP Barbados Country Office",,,,,,,,,,,,,,,,,,,,true,300000130007731,"UNDP-BB","UNDP Barbados",true,true,true,,,,"karuna.ganji@undp.org","2021-05-04T19:18:56.333+00:00","karuna.ganji@undp.org","2021-05-04T19:18:56.447+00:00",,"1951-01-01","4712-12-31",,"A",,,,0,"COMMON","Common Set"
