"ActionReasonId","ActionReasonCode","ActionReason","StartDate","EndDate","ActionId"
300000000335293,"MANAGER_END_TEMP_ASG","End of Temporary Assignment for Manager","1900-01-01","4712-12-31",300000000391429
300000232445938,"TER_UNM","End of UN Mission","1951-01-01","4712-12-31",300000000391522
300000232445535,"LOA_UNE","Establish UN Mission","1951-01-01","4712-12-31",300000232394840
300000232445750,"UNE","Established UN Mission","1951-01-01","4712-12-31",300000232394846
300000232445726,"ERS","Evacuation Return S/M Only","1951-01-01","4712-12-31",300000000391378
300000232445720,"ESM","Evacuation of Staff Member","1951-01-01","4712-12-31",300000000391378
300000232445865,"EBR","Extend Beyond Retirement","1951-01-01","4712-12-31",300000000391378
300000232445605,"ELA","Extend Leave of Absence","1951-01-01","4712-12-31",300000000391378
300000232445591,"EXC","Extend Secondment/Loan","1951-01-01","4712-12-31",300000000391378
300000232445825,"FEL","Fellows","1951-01-01","4712-12-31",300000000391367
300000232445784,"FPC","Final Payroll Clearance","1951-01-01","4712-12-31",300000000391378
300000000335313,"PENDWKR","Future hire to fill vacant position","1900-01-01","4712-12-31",300000000391376
300000000335294,"MANAGER_GLB_TEMP_ASG","Global Temporary Assignment for Manager","1900-01-01","4712-12-31",300000000391429
300000000335295,"MANAGER_GLB_TRANSFER","Global Transfer of Manager","1900-01-01","4712-12-31",300000000391429
300000000338529,"CMP_GSP_UPD_SAL","Grade Step Change","2000-01-01","4712-12-31",300000000442370
300000000338528,"CMP_GSP_RATE_SYNC","Grade Step Rate Synchronization","2000-01-01","4712-12-31",300000000442368
300000000338527,"CMP_GSP","Grade or Step Progression","1900-01-01","4712-12-31",300000000442336
300000232445645,"GMO","Grant Mobility","1951-01-01","4712-12-31",300000000391378
300000232445691,"GM6","Grant Mobility - 6th Year","1951-01-01","4712-12-31",300000000391378
300000232445521,"SPA","Grant SPA","1951-01-01","4712-12-31",300000254303271
300000232445521,"SPA","Grant SPA","1951-01-01","4712-12-31",300000000442336
300000232445702,"TMP","Grant Temporary Grade","1951-01-01","4712-12-31",300000000442336
300000000338526,"CMP_GNTE","Guarantee","1900-01-01","4712-12-31",300000000442336
300000232445625,"HTB","Half Sick/Half-time basis","1951-01-01","4712-12-31",300000232394836
300000232445703,"HAS","Half sick/Half annual","1951-01-01","4712-12-31",300000232394836
300000000335307,"NEWHIRE","Hire to fill vacant position","1900-01-01","4712-12-31",300000000391419
300000232445510,"ICR","IMIS Conversion Row","1951-01-01","4712-12-31",300000000391419
300000232445624,"STM","IP Comp Review – Step Matching","1951-01-01","4712-12-31",300000000391378
300000232445527,"CR7","IP Comp Review-Salary Revision","1951-01-01","4712-12-31",300000000442336
300000232445892,"RWX","IP-Reassignment with Extension","1951-01-01","4712-12-31",300000000391524
300000232445809,"INT","Initial Appointment","1951-01-01","4712-12-31",300000000391419
300000229936060,"INTERAGENCY MOVEMENT_LOAN OUT","Interagency Movement_ Loan to another Agency","1951-01-01","4712-12-31",300000000391378
300000229936047,"INTERAGENCY_EXTERNAL AGENCY","Interagency Movement_Secondment to external Agency","1951-01-01","4712-12-31",300000000391378
300000229936046,"INTERAGENCY_SECONDMENT","Interagency movement_Secondment to another agency","1951-01-01","4712-12-31",300000229936048
300000232445841,"RNW_INT","Intern","1951-01-01","4712-12-31",300000000391505
300000000335281,"INTERNREC","Internal Recruitment","1900-01-01","4712-12-31",300000000391412
300000000335281,"INTERNREC","Internal Recruitment","1900-01-01","4712-12-31",300000000391524
300000232445827,"IPS","International PSA","1951-01-01","4712-12-31",300000000391505
300000232445733,"ITN","Internship Programme","1951-01-01","4712-12-31",300000000391367
300000232445790,"JOB","Job Abandonment","1951-01-01","4712-12-31",300000000391522
300000000338532,"CMP_JBCH","Job Change","1900-01-01","4712-12-31",300000000442336
300000000338533,"CMP_JOEV","Job Evaluation","1900-01-01","4712-12-31",300000000442336
300000000341763,"ORA_IRC_CAND_ACCEPT_JOB_OFFER","Job Offer Accepted","1900-01-01","4712-12-31",300000000451622
300000232445835,"JRC","Job Re-Classification","1951-01-01","4712-12-31",300000000391500
300000232445867,"JSH","Job Sharing","1951-01-01","4712-12-31",300000000391500
300000232445682,"JUR","Jury Duty","1951-01-01","4712-12-31",300000232394836
300000000338525,"CMP_DISS","Labor Agreement","1900-01-01","4712-12-31",300000000442336
300000232445675,"LTM","Lateral Move","1951-01-01","4712-12-31",300000000391524
300000127695472,"LATEST_REC_CONV","Latest Record Conversion","1951-01-01","4712-12-31",300000127695473
300000232445843,"LNO","Loan To Another Agency","1951-01-01","4712-12-31",300000232394836
300000232445761,"REH_LON","Loan from another agency","1951-01-01","4712-12-31",300000000391505
300000232445663,"LNI","Loan from another agency","1951-01-01","4712-12-31",300000000391419
300000232445663,"LNI","Loan from another agency","1951-01-01","4712-12-31",300000232394846
300000232445821,"LAA","Loan to Another Agency","1951-01-01","4712-12-31",300000232394840
300000000338534,"CMP_LOAD","Location Adjustment","1900-01-01","4712-12-31",300000000442336
300000000335282,"LOCCHANGE","Location Change","1900-01-01","4712-12-31",300000000391524
300000000335282,"LOCCHANGE","Location Change","1900-01-01","4712-12-31",300000000391412
300000232445710,"LNG","Longevity Step","1951-01-01","4712-12-31",300000000442336
300000000338531,"CMP_INDV","Manage Individual Compensation","1900-01-01","4712-12-31",300000000442377
300000000335306,"MGRREQ","Manager Request","1900-01-01","4712-12-31",300000000391393
300000000335306,"MGRREQ","Manager Request","1900-01-01","4712-12-31",300000000391412
300000000335306,"MGRREQ","Manager Request","1900-01-01","4712-12-31",300000000391405
300000000335306,"MGRREQ","Manager Request","1900-01-01","4712-12-31",300000000391399
300000000335306,"MGRREQ","Manager Request","1900-01-01","4712-12-31",300000000391387
300000000335306,"MGRREQ","Manager Request","1900-01-01","4712-12-31",300000000391524
300000000335306,"MGRREQ","Manager Request","1900-01-01","4712-12-31",300000000391514
300000232445897,"MAS","Mandatory Age of Sep Update","1951-01-01","4712-12-31",300000000391378
300000000338537,"CMP_MKAD","Market Adjustment","1900-01-01","4712-12-31",300000000442336
300000000338537,"CMP_MKAD","Market Adjustment","1900-01-01","4712-12-31",300000000442326
300000000335317,"PER_MARKET_ADJUSTMENT","Market Adjustment","1900-01-01","4712-12-31",300000000391473
300000000335317,"PER_MARKET_ADJUSTMENT","Market Adjustment","1900-01-01","4712-12-31",300000000391464
300000000338535,"CMP_MASS","Mass Adjustment","1900-01-01","4712-12-31",300000000442336
300000000338535,"CMP_MASS","Mass Adjustment","1900-01-01","4712-12-31",300000000442326
300000232445582,"PLA_MAT","Maternity","1951-01-01","4712-12-31",300000232394836
300000232445834,"MAP","Maternity Part-time","1951-01-01","4712-12-31",300000232394836
300000232445759,"MAT","Maternity/Paternity","1951-01-01","4712-12-31",300000232394840
300000232445635,"MEV","Medical Evacuation","1951-01-01","4712-12-31",300000232394836
300000000338536,"CMP_MERI","Merit","1900-01-01","4712-12-31",300000000442326
300000000338536,"CMP_MERI","Merit","1900-01-01","4712-12-31",300000000442336
300000232445719,"MIL","Military Service","1951-01-01","4712-12-31",300000232394836
300000232445719,"MIL","Military Service","1951-01-01","4712-12-31",300000232394840
300000000338518,"CMP_ANNL","Move to Annual Basis","1900-01-01","4712-12-31",300000000442336
300000232445941,"MTF","Move to FAO admin. framework","1951-01-01","4712-12-31",300000000391378
300000000338530,"CMP_HRLY","Move to Hourly Basis","1900-01-01","4712-12-31",300000000442336
300000000338538,"CMP_MNTH","Move to Monthly Basis","1900-01-01","4712-12-31",300000000442336
300000232445592,"NPS","National PSA","1951-01-01","4712-12-31",300000000391505
300000000338539,"CMP_NEWH","New Hire","1900-01-01","4712-12-31",300000000442336
300000000335296,"MANAGER_HIRE","New Hire of Manager","1900-01-01","4712-12-31",300000000391429
300000232445873,"NEW","New Position","1951-01-01","4712-12-31",300000000391500
300000232445671,"VOL","New Volunteer","1951-01-01","4712-12-31",300000000391367
300000232445817,"NCC","Noncompetitive Career Promotio","1951-01-01","4712-12-31",300000000391503
300000232445572,"RMT","Normal Retirement","1951-01-01","4712-12-31",300000000391511
300000000338540,"CMP_OTH","Other","1900-01-01","4712-12-31",300000000442336
300000232445684,"PAY_ADP","PSA salary adjustment","1951-01-01","4712-12-31",300000000442336
300000232445652,"PTM","Part-time Status Change","1951-01-01","4712-12-31",300000000442336
300000232445736,"PAT","Paternity","1951-01-01","4712-12-31",300000232394836
300000232445581,"PFC","Pay Frequency Change","1951-01-01","4712-12-31",300000000391378
300000232445857,"PGC","Pay Group Change","1951-01-01","4712-12-31",300000000391378
300000000335319,"PER_RAISE","Pay Raise","1900-01-01","4712-12-31",300000000391473
300000000335319,"PER_RAISE","Pay Raise","1900-01-01","4712-12-31",300000000391464
300000232445749,"PDD","Pending Disability Decision","1951-01-01","4712-12-31",300000232394836
300000232445562,"PDA","Pending Disciplinary Action","1951-01-01","4712-12-31",300000232394836
300000232445574,"PDT","Pending Termination","1951-01-01","4712-12-31",300000000391378
300000000338542,"CMP_PERF","Performance","1900-01-01","4712-12-31",300000000442326
300000000338542,"CMP_PERF","Performance","1900-01-01","4712-12-31",300000000442336
300000230165698,"PERIODIC","Periodic","1951-01-01","4712-12-31",300000000391378
300000000338541,"CMP_PERE","Periodic Review","1900-01-01","4712-12-31",300000000442326
300000000338541,"CMP_PERE","Periodic Review","1900-01-01","4712-12-31",300000000442336
300000232445507,"PRS","Personal","1951-01-01","4712-12-31",300000232394840
300000000335332,"RESIGN_PERSONAL","Personal Reasons","1900-01-01","4712-12-31",300000000391509
300000232445776,"PSA","Personnel Service Agreement","1951-01-01","4712-12-31",300000000391367
300000000335324,"PLACE","Placement to fill vacant position","1900-01-01","4712-12-31",300000000391367
300000000335326,"PLANEND","Planned End","1900-01-01","4712-12-31",300000000391393
300000000335326,"PLANEND","Planned End","1900-01-01","4712-12-31",300000000391399
300000000335326,"PLANEND","Planned End","1900-01-01","4712-12-31",300000000391387
300000232445519,"ABL","Position Abolished","1951-01-01","4712-12-31",300000000391500
300000232445937,"UPD","Position Data Update","1951-01-01","4712-12-31",300000000391500
300000232445565,"POS_PFC","Position Funding Change","1951-01-01","4712-12-31",300000000391500
300000232445735,"INA","Position Inactivated","1951-01-01","4712-12-31",300000000391500
300000232445933,"LFR","Position Loan Frm Another Unit","1951-01-01","4712-12-31",300000000391500
300000232445674,"LON","Position Loan To Another Unit","1951-01-01","4712-12-31",300000000391500
300000232445551,"RDP","Position Redeployed","1951-01-01","4712-12-31",300000000391500
300000232445553,"POS_RFL","Position Return Frm Anthr Unit","1951-01-01","4712-12-31",300000000391500
300000232445727,"STA","Position Status Change","1951-01-01","4712-12-31",300000000391500
300000000335323,"PER_ZIPCHANGE","Postal Zone","1900-01-01","4712-12-31",300000000391488
300000000335327,"PROBATION","Probation","1900-01-01","4712-12-31",300000000391405
300000000335327,"PROBATION","Probation","1900-01-01","4712-12-31",300000000391514
300000000338543,"CMP_PROD","Productivity","1900-01-01","4712-12-31",300000000442336
300000000335318,"PER_PROMOTION","Promotion","1900-01-01","4712-12-31",300000000391497
300000232445528,"NCP","Promotion","1951-01-01","4712-12-31",300000000391503
300000000338545,"CMP_PROM","Promotion","1900-01-01","4712-12-31",300000000442326
300000000338545,"CMP_PROM","Promotion","1900-01-01","4712-12-31",300000000442336
300000232445563,"RIP","Promotion - Rank in Post","1951-01-01","4712-12-31",300000000391503
300000000335300,"MANAGER_PROMOTION","Promotion of Manager","1900-01-01","4712-12-31",300000000391429
300000232445799,"RCA","RC Admin for UN","1951-01-01","4712-12-31",300000000391505
300000232445799,"RCA","RC Admin for UN","1951-01-01","4712-12-31",300000000391419
300000229936050,"RFL- RETURN FROM SECONDMENT","RFL- Return from Secondment","1951-01-01","4712-12-31",300000000391399
300000229936050,"RFL- RETURN FROM SECONDMENT","RFL- Return from Secondment","1951-01-01","4712-12-31",300000000391393
300000232445717,"ROG","Re-Organization/Restructure","1951-01-01","4712-12-31",300000000391524
300000232445631,"REO","Re-Organization/Restructure","1951-01-01","4712-12-31",300000000391500
300000232445523,"REA","Reappointment","1951-01-01","4712-12-31",300000000391505
300000232445523,"REA","Reappointment","1951-01-01","4712-12-31",300000000391419
300000232445765,"XFR_REA","Reassignment","1951-01-01","4712-12-31",300000000391524
300000232445916,"SME","Reassignment SME","1951-01-01","4712-12-31",300000000391524
300000000335328,"REHIRE_WKR","Rehire to fill vacant position","1900-01-01","4712-12-31",300000000391505
300000232445805,"GMR","Reinstate Mobility","1951-01-01","4712-12-31",300000000391378
300000232445902,"RST","Reinstate Step","1951-01-01","4712-12-31",300000000442336
300000232445601,"REI","Reinstatement","1951-01-01","4712-12-31",300000000391505
300000232445651,"REN","Reinstatement","1951-01-01","4712-12-31",300000000391419
300000000335320,"PER_RELOCATION","Relocation","1900-01-01","4712-12-31",300000000391488
300000000335330,"RENEW_CWK","Renew of Contingent Worker placement","1900-01-01","4712-12-31",300000000391507
300000000335321,"PER_REORGANIZATION","Reorganization","1900-01-01","4712-12-31",300000000391473
300000000335321,"PER_REORGANIZATION","Reorganization","1900-01-01","4712-12-31",300000000391479
300000000335321,"PER_REORGANIZATION","Reorganization","1900-01-01","4712-12-31",300000000391485
300000000335321,"PER_REORGANIZATION","Reorganization","1900-01-01","4712-12-31",300000000391464
300000000335331,"REORG","Reorganization","1900-01-01","4712-12-31",300000000391405
300000000335331,"REORG","Reorganization","1900-01-01","4712-12-31",300000000391412
300000000335331,"REORG","Reorganization","1900-01-01","4712-12-31",300000000391524
300000000335331,"REORG","Reorganization","1900-01-01","4712-12-31",300000000391514
300000000335321,"PER_REORGANIZATION","Reorganization","1900-01-01","4712-12-31",300000000391497
300000000335321,"PER_REORGANIZATION","Reorganization","1900-01-01","4712-12-31",300000000391493
300000232445694,"RES","Resignation","1951-01-01","4712-12-31",300000000391522
300000000335301,"MANAGER_RESIGNATION","Resignation of Manager","1900-01-01","4712-12-31",300000000391429
300000232445847,"RGS","Retain Grade/Step - Struct Rev","1951-01-01","4712-12-31",300000000442336
300000000338547,"CMP_RET","Retention","1900-01-01","4712-12-31",300000000442336
300000232445929,"RLC","Retiree Location Change (ASHI)","1951-01-01","4712-12-31",300000000391378
300000232445783,"RFL","Return From Leave","1951-01-01","4712-12-31",300000232394842
300000232445584,"RSE","Return frm Security Evacuation","1951-01-01","4712-12-31",300000232394842
300000232445593,"RFL_DET","Return from Detail","1951-01-01","4712-12-31",300000232394842
300000232445851,"RFL_LON","Return from Loan","1951-01-01","4712-12-31",300000232394842
300000232445661,"RME","Return from Medical Evacuation","1951-01-01","4712-12-31",300000232394842
300000232445915,"RFL_SEC","Return from Secondment","1951-01-01","4712-12-31",300000232394842
300000232445874,"RTL","Return from Telecommuting","1951-01-01","4712-12-31",300000000391378
300000232445934,"UNM","Return from UN Mission","1951-01-01","4712-12-31",300000232394842
300000232445604,"ROS","Roster Selection","1951-01-01","4712-12-31",300000000391524
300000232445891,"SXP","SC Contract Expiration","1951-01-01","4712-12-31",300000000391522
300000232445833,"SLT","SC Lateral Transfer","1951-01-01","4712-12-31",300000000391505
300000232445653,"SAB","Sabbatical","1951-01-01","4712-12-31",300000232394840
300000232445653,"SAB","Sabbatical","1951-01-01","4712-12-31",300000232394836
300000232445850,"SPR","Salary Plan Revision","1951-01-01","4712-12-31",300000000442336
300000000335322,"PER_SEASONAL_CLOSURE","Seasonal Closure","1900-01-01","4712-12-31",300000000391488
300000232445554,"SCJ","Second Job Within Agency","1951-01-01","4712-12-31",300000232394846
300000232445554,"SCJ","Second Job Within Agency","1951-01-01","4712-12-31",300000000391419
300000232445554,"SCJ","Second Job Within Agency","1951-01-01","4712-12-31",300000000391505
300000232445554,"SCJ","Second Job Within Agency","1951-01-01","4712-12-31",300000232394840
300000232445564,"REH_SEC","Secondment From External Agenc","1951-01-01","4712-12-31",300000000391505
300000232445623,"LOA_SEC","Secondment To Another Agency","1951-01-01","4712-12-31",300000232394840
300000229936053,"HIRE_SECONDMENT_ANOTHER AGENCY","Secondment from External Agency","1951-01-01","4712-12-31",300000000391419
300000232445842,"SEC","Secondment from another agency","1951-01-01","4712-12-31",300000000391419
300000232445842,"SEC","Secondment from another agency","1951-01-01","4712-12-31",300000232394846
300000232445930,"SEV","Security Evacuation","1951-01-01","4712-12-31",300000232394836
300000000338548,"CMP_SEN","Seniority","1900-01-01","4712-12-31",300000000442336
300000232445789,"HPY","Separation Half Pay","1951-01-01","4712-12-31",300000232394836
300000232445775,"SEP","Separation Package","1951-01-01","4712-12-31",300000232394836
300000232445775,"SEP","Separation Package","1951-01-01","4712-12-31",300000232394840
300000232445525,"SVC","Service Contract","1951-01-01","4712-12-31",300000000391505
300000232445525,"SVC","Service Contract","1951-01-01","4712-12-31",300000000391367
300000232445822,"SFP","Sick Leave With Full Pay","1951-01-01","4712-12-31",300000232394836
300000232445923,"SHP","Sick Leave with Half Pay","1951-01-01","4712-12-31",300000232394836
300000232445655,"SVW","Signature of Visa Waiver USA","1951-01-01","4712-12-31",300000000391378
300000232445849,"LFP","Special Leave with Full Pay","1951-01-01","4712-12-31",300000232394836
300000232445792,"SOA","Special Operations Approach","1951-01-01","4712-12-31",300000000391378
300000232445751,"UNS","Special UN Mission","1951-01-01","4712-12-31",300000232394840
300000232445751,"UNS","Special UN Mission","1951-01-01","4712-12-31",300000232394846
300000232445751,"UNS","Special UN Mission","1951-01-01","4712-12-31",300000232394836
300000000335336,"STAFFSHRT","Staffing Shortage","1900-01-01","4712-12-31",300000000391514
300000000335336,"STAFFSHRT","Staffing Shortage","1900-01-01","4712-12-31",300000000391405
300000000338550,"CMP_STRT","Start Contribution","1900-01-01","4712-12-31",300000000442373
300000232445803,"SPG","Step Increase","1951-01-01","4712-12-31",300000000442336
300000000338549,"CMP_STP","Stop Contribution","1900-01-01","4712-12-31",300000000442373
300000232445571,"STR","Strategic Placement","1951-01-01","4712-12-31",300000000391524
300000232445571,"STR","Strategic Placement","1951-01-01","4712-12-31",300000000391419
300000232445571,"STR","Strategic Placement","1951-01-01","4712-12-31",300000000391505
300000232445921,"SWP","Swapped Position","1951-01-01","4712-12-31",300000000391500
300000232445858,"TEL","Telecommuting","1951-01-01","4712-12-31",300000000391378
300000232445741,"XFR_TMP","Temporary Assignment","1951-01-01","4712-12-31",300000000391524
300000000335302,"MANAGER_TEMP_ASG","Temporary Assignment of Manager","1900-01-01","4712-12-31",300000000391429
300000232445753,"TGS","Temporary Government Service","1951-01-01","4712-12-31",300000232394840
